,q13a,q14a,q14b,q14c,q14d,q14e,q14f,q15a,q15b,q15c,q15d,q16a,q16b
2421,6,5,5,5,5,5,5,6,3,3,16,5,6
2422,6,5,5,5,2,1,5,3,1,3,20,4,6
2423,6,5,5,8,5,5,5,6,1,1,17,3,6
2424,4,8,8,8,8,8,8,1,1,1,-1,3,3
2425,5,2,8,8,1,8,5,4,4,6,28,2,6
2426,1,8,8,8,8,8,8,-1,-1,1,99,-1,3
2427,2,4,5,1,1,2,2,4,2,1,12,-1,6
2428,5,5,4,-1,2,3,1,6,5,4,10,2,4
2429,4,5,5,5,5,5,5,5,1,6,8,4,5
2430,6,5,5,5,5,5,5,6,1,1,27,4,3
2431,5,1,5,1,1,1,2,1,3,3,18,4,4
2432,3,2,4,8,5,8,5,6,2,3,20,4,6
2433,3,2,3,3,2,1,3,5,2,4,12,4,3
2434,4,5,5,5,5,2,8,6,1,4,7,4,5
2435,6,5,5,5,5,5,5,6,1,4,15,4,5
2436,3,4,4,2,2,2,1,2,3,3,28,2,5
2437,-1,1,1,1,1,1,1,-1,-1,1,99,4,6
2438,3,5,4,2,2,2,5,4,1,5,21,2,2
2439,6,5,5,5,5,5,5,6,4,2,14,4,6
2440,6,5,5,5,5,5,5,5,5,5,6,4,6
2441,4,5,4,3,4,2,2,5,1,5,21,4,6
2442,5,8,8,8,8,8,8,5,1,1,99,2,6
2443,5,8,8,8,8,8,8,-1,-1,3,99,3,5
2444,6,5,5,2,5,5,5,2,1,1,12,2,6
2445,6,5,5,8,5,5,5,5,1,4,12,2,5
2446,3,3,5,1,5,1,5,2,1,2,15,4,2
2447,6,8,8,8,8,8,8,6,6,1,-1,4,3
2448,6,5,5,1,5,5,5,6,1,1,19,4,6
2449,6,5,5,5,5,5,5,6,1,3,23,4,6
2450,6,5,5,5,5,5,5,6,1,2,10,2,6
2451,5,2,4,2,2,1,2,3,1,1,5,4,6
2452,6,4,5,1,3,2,5,6,1,6,15,2,6
2453,4,3,5,8,5,2,4,6,1,4,10,3,3
2454,5,4,4,2,3,3,4,5,1,3,21,4,4
2455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,-1,-1
2456,4,3,2,3,2,2,2,8,4,3,20,2,3
2457,2,8,8,8,8,8,8,1,2,1,11,3,4
2458,6,5,5,8,3,3,5,4,1,4,19,4,1
2459,6,2,4,1,3,2,5,1,2,3,12,3,6
2460,6,2,3,2,3,2,1,5,3,3,10,2,2
2461,3,5,5,5,5,5,5,5,4,3,12,5,4
2462,-1,4,5,8,5,2,5,3,2,3,16,3,4
2463,6,5,5,5,5,5,5,6,1,1,16,3,6
2464,6,5,4,8,4,2,5,6,1,2,16,4,6
2465,1,1,2,1,1,1,1,3,3,2,99,3,3
2466,6,5,5,8,5,5,5,6,2,6,3,2,6
2467,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1
2468,5,5,5,2,5,5,5,6,2,2,14,5,6
2469,-1,5,5,5,5,5,5,6,6,5,16,4,5
2470,3,5,5,8,8,5,5,6,1,2,8,4,2
2471,1,5,5,5,5,5,5,6,1,1,12,3,1
2472,6,-1,-1,-1,-1,-1,-1,6,1,4,40,4,5
2473,5,4,3,3,2,3,4,4,4,3,21,3,4
2474,4,2,4,1,2,2,2,5,3,4,7,2,3
2475,6,5,5,2,2,5,5,1,1,3,10,2,6
2476,6,5,5,5,5,5,5,6,3,5,13,4,5
2477,6,2,5,8,3,3,3,3,1,4,16,1,6
2478,5,-1,-1,-1,-1,-1,-1,-1,-1,2,99,4,4
2479,4,3,5,5,5,5,5,4,4,3,18,2,3
2480,5,5,5,5,4,5,5,4,4,4,21,3,5
2481,6,2,3,2,3,4,2,5,4,4,15,3,3
2482,2,8,8,8,8,8,8,3,3,6,99,1,3
2483,6,8,8,8,8,8,8,4,1,1,-1,2,6
2484,5,8,8,8,8,8,8,6,1,1,99,4,6
2485,4,4,5,8,2,1,8,6,1,1,16,4,1
2486,6,4,4,1,4,2,2,6,3,5,5,5,1
2487,6,3,3,8,2,1,3,6,4,4,10,2,6
2488,5,5,5,8,5,5,5,5,2,2,19,4,2
2489,4,1,3,1,1,1,1,1,3,1,5,4,6
2490,-1,3,4,1,-1,2,4,3,4,4,16,3,4
2491,4,4,5,5,2,4,-1,5,1,-1,43,4,1
2492,6,2,4,2,5,2,1,4,-1,3,8,-1,2
2493,6,3,4,1,3,4,5,4,3,-1,18,3,4
2494,6,8,8,8,8,8,8,6,1,1,6,4,6
2495,3,1,4,1,1,1,5,4,4,4,19,4,3
2496,5,1,2,1,1,1,2,8,5,6,15,2,5
2497,2,5,5,1,5,1,5,6,6,6,5,3,1
2498,6,4,4,4,4,4,1,6,1,1,10,2,6
2499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,2,5
2500,6,5,5,-1,-1,-1,-1,6,1,5,5,4,6
2501,6,5,5,4,5,4,-1,5,1,1,18,4,4
2502,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6
2503,6,3,5,1,4,4,2,4,1,4,16,4,3
2504,6,4,5,5,5,5,5,4,3,5,12,3,3
2505,6,5,4,4,2,2,4,6,2,1,9,4,5
2506,1,1,5,1,1,1,1,1,2,1,-1,4,5
2507,6,4,5,2,4,3,2,5,1,6,32,2,6
2508,3,2,2,1,1,2,1,3,3,3,25,1,3
2509,5,4,5,5,5,2,5,4,2,2,21,4,1
2510,3,-1,2,1,1,-1,2,1,6,6,-1,1,1
2511,3,1,2,2,2,2,1,6,3,6,23,3,3
2512,-1,5,5,5,5,5,4,5,1,1,21,4,6
2513,5,4,5,4,1,1,4,2,1,2,18,4,4
2514,3,5,5,8,5,5,5,3,1,6,13,2,1
2515,-1,5,5,4,4,4,3,2,1,1,18,2,1
2516,-1,1,2,1,2,1,2,1,1,5,30,2,6
2517,6,5,5,5,5,5,5,6,1,3,21,4,6
2518,4,3,5,4,5,5,5,5,4,5,20,4,6
2519,-1,5,5,5,5,5,5,4,4,4,10,4,4
2520,5,4,5,8,5,5,5,5,2,1,15,4,2
2521,5,4,2,1,2,1,2,5,1,-1,48,4,1
2522,6,4,5,8,4,1,5,5,3,4,11,2,5
2523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2524,6,4,5,5,8,2,5,6,2,4,15,4,6
2525,4,5,4,2,2,1,4,5,4,4,25,4,6
2526,6,3,3,5,1,2,2,3,4,4,18,4,4
2527,5,5,5,5,5,5,5,6,4,5,8,2,5
2528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2529,5,5,5,5,5,4,8,6,2,2,22,4,2
2530,5,4,4,5,4,4,4,5,4,4,17,4,6
2531,1,2,2,1,2,2,1,3,2,2,-1,2,4
2532,1,8,8,8,8,8,8,-1,-1,-1,-1,-1,6
2533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2534,4,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1
2535,3,4,4,1,3,3,4,3,3,3,-1,2,2
2536,4,8,8,8,8,8,8,-1,3,1,-1,4,4
2537,1,1,1,1,1,1,1,1,1,1,-1,1,1
2538,4,2,4,5,2,2,3,6,1,4,25,4,5
2539,-1,5,5,8,5,5,8,6,5,5,27,2,5
2540,6,5,5,5,4,4,8,6,1,6,12,4,6
2541,5,5,5,8,5,3,4,4,1,4,16,4,2
2542,6,1,4,1,1,1,5,1,1,6,50,2,3
2543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2544,6,5,5,5,5,5,5,6,1,3,11,3,6
2545,4,8,8,8,8,8,8,1,6,1,0,1,6
2546,6,5,5,-1,5,5,5,2,4,4,19,4,3
2547,6,4,5,8,5,1,5,5,1,2,19,4,2
2548,6,5,5,8,5,5,5,6,1,1,19,4,2
2549,6,5,4,1,3,2,3,6,1,3,18,4,1
2550,4,5,5,5,5,5,5,6,1,1,16,2,2
2551,6,8,8,8,8,8,8,4,2,1,12,1,6
2552,4,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1
2553,6,4,4,4,4,4,4,-1,-1,-1,-1,-1,6
2554,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6
2555,5,8,8,8,8,8,8,5,1,1,-1,4,5
2556,4,5,5,5,5,5,5,5,1,2,13,3,2
2557,6,8,8,8,8,8,8,3,3,3,56,2,3
2558,6,5,5,2,-1,8,2,4,1,1,14,4,3
2559,6,5,5,8,5,2,5,4,1,5,13,4,1
2560,-1,5,8,5,8,8,8,-1,1,1,26,4,6
2562,6,2,2,2,2,2,2,8,1,1,0,2,6
2563,4,5,5,5,5,2,8,4,2,3,47,4,3
2564,-1,3,5,3,2,1,1,2,5,6,13,1,3
2565,-1,8,8,8,8,8,8,-1,-1,-1,-1,-1,3
2566,2,5,4,2,8,5,8,6,1,1,8,4,3
2567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2568,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2569,4,5,5,5,1,4,5,2,2,3,25,4,4
2570,6,2,4,3,8,2,5,6,1,1,50,4,5
2571,6,5,4,4,1,1,1,5,1,2,18,3,6
2572,3,2,5,8,5,8,5,4,4,5,12,5,4
2573,6,5,5,5,5,5,5,1,6,6,13,2,6
2574,3,5,5,5,5,8,5,3,5,1,6,2,1
2575,4,2,2,1,1,1,1,5,3,4,15,-1,6
2576,4,5,5,5,5,5,5,5,2,1,15,4,5
2577,-1,4,4,1,5,4,4,2,-1,-1,-1,-1,3
2578,6,4,5,5,5,5,5,2,2,5,6,4,6
2579,5,5,4,2,1,1,5,4,4,4,16,3,3
2580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2581,3,2,2,1,2,2,4,3,3,4,22,5,6
2582,6,5,5,8,5,5,5,4,6,2,14,4,6
2583,5,4,5,8,5,8,5,3,3,5,12,3,6
2584,-1,5,5,5,5,5,5,6,1,1,-1,-1,5
2585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2587,4,5,5,8,5,4,5,5,4,2,18,4,6
2588,2,5,5,5,8,5,4,6,4,4,27,3,6
2589,3,5,5,5,5,5,5,4,6,5,21,2,6
2590,5,2,3,2,1,1,4,2,2,5,14,2,4
2591,5,4,2,1,1,1,4,4,4,5,22,5,6
2592,4,2,4,8,2,8,8,8,4,4,10,3,6
2593,4,2,4,8,4,4,4,4,1,4,16,3,2
2594,3,2,4,1,1,2,2,3,4,3,6,4,3
2595,1,2,5,8,4,4,5,8,2,5,14,4,1
2596,-1,5,5,8,5,5,5,-1,5,-1,21,4,5
2597,5,4,5,8,5,8,8,5,3,3,14,2,6
2598,6,5,5,8,5,1,5,6,4,4,30,2,6
2599,6,5,5,5,5,5,5,4,1,4,12,4,4
2600,6,1,4,1,1,1,4,8,3,4,14,4,5
2601,6,2,5,8,8,1,4,3,4,6,17,3,6
2602,6,2,2,2,2,1,2,1,4,5,16,5,6
2603,6,5,4,1,2,2,5,6,1,4,10,4,6
2604,2,5,4,8,2,8,8,2,1,6,12,2,2
2605,1,5,5,2,5,2,2,6,2,4,12,2,1
2606,-1,1,5,1,1,1,5,4,5,4,15,3,5
2607,-1,5,5,3,3,3,1,3,4,-1,15,-1,5
2608,4,2,5,2,4,4,4,8,1,3,14,4,5
2609,5,2,2,2,2,2,1,5,1,4,15,5,5
2610,6,1,1,1,1,1,1,1,4,6,25,5,6
2611,6,5,5,5,2,5,5,5,2,3,13,4,6
2612,5,5,5,8,5,8,5,4,3,1,16,4,5
2613,2,5,4,8,1,1,5,6,2,4,11,4,6
2614,1,5,5,5,5,5,5,1,6,6,24,5,1
2615,6,5,5,8,4,5,5,6,1,1,25,4,2
2616,4,5,5,8,5,5,5,6,1,1,15,4,2
2617,6,4,4,2,2,4,5,5,2,3,25,4,5
2618,5,5,5,5,5,2,5,6,2,4,18,4,5
2619,-1,4,4,8,4,1,4,5,2,6,24,4,4
2620,-1,5,5,1,5,5,5,6,2,2,16,2,5
2621,6,4,5,1,2,1,5,5,2,4,15,4,5
2622,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2623,5,1,4,8,2,1,4,-1,1,4,13,5,6
2624,6,2,4,4,4,2,1,4,1,2,56,2,1
2625,5,2,3,1,5,2,4,6,3,4,6,2,4
2626,5,4,5,5,5,5,5,6,4,4,13,4,5
2627,-1,4,4,4,1,2,4,6,5,5,10,4,6
2628,4,4,5,8,5,5,5,1,3,4,12,2,3
2629,6,5,5,8,5,5,5,2,3,-1,18,4,1
2630,5,4,5,2,5,5,8,4,4,5,12,3,6
2631,6,5,5,5,5,5,5,6,4,2,25,4,6
2632,5,5,5,5,5,5,5,3,5,4,5,4,6
2633,5,2,4,2,2,2,5,5,2,3,23,4,6
2634,6,5,4,5,4,5,3,6,1,3,15,4,2
2635,5,5,5,5,5,5,5,6,2,2,15,4,4
2636,3,2,4,8,2,1,2,3,1,4,15,5,3
2637,5,5,5,1,2,5,5,6,1,4,15,1,5
2638,1,5,5,8,8,8,5,6,3,4,19,5,5
2639,3,2,2,2,2,2,2,2,3,3,17,4,3
2640,1,5,5,8,8,8,5,3,2,4,17,4,4
2642,3,4,5,3,4,8,8,4,-1,1,15,4,3
2643,2,5,5,1,5,5,5,6,1,1,34,2,1
2644,5,5,5,8,4,4,8,6,1,2,12,4,4
2645,6,1,4,1,4,2,2,8,1,5,10,4,6
2646,1,5,5,1,1,2,3,6,2,3,24,4,5
2647,2,4,4,4,4,4,4,3,1,1,24,4,1
2648,5,5,5,5,5,5,5,6,1,3,10,4,2
2649,6,5,5,5,5,5,5,4,1,1,33,3,1
2650,4,5,5,8,5,1,5,4,1,2,14,4,2
2651,6,5,5,8,8,8,5,6,3,5,12,5,6
2652,5,5,5,5,5,5,5,6,1,4,14,4,2
2653,6,5,5,5,4,4,1,5,3,3,4,4,6
2654,6,4,5,8,5,5,2,3,3,6,11,1,6
2655,4,5,5,4,5,5,1,6,5,5,5,3,4
2656,1,1,2,1,2,1,2,8,1,6,5,4,2
2657,6,2,5,1,8,2,2,3,2,3,12,4,6
2658,-1,2,5,5,5,2,5,1,1,3,25,4,4
2659,6,1,4,2,4,8,4,8,2,4,18,2,6
2660,6,5,5,1,4,4,5,5,4,6,8,3,6
2662,6,1,2,1,1,1,4,8,6,6,6,4,6
2663,4,2,2,1,1,1,1,-1,4,6,17,5,6
2664,4,4,4,1,2,2,1,2,5,5,8,4,5
2665,6,5,5,5,5,5,5,1,3,3,13,2,3
2666,5,3,2,2,2,1,3,1,1,6,16,4,6
2667,6,4,5,1,1,8,5,6,2,2,15,4,6
2668,-1,5,5,5,5,5,5,6,1,1,14,4,1
2669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2670,6,4,4,8,5,4,4,5,2,5,16,4,6
2671,5,2,5,1,5,5,4,3,1,3,6,4,6
2672,5,5,5,8,5,5,5,5,4,4,5,2,5
2673,4,1,5,1,5,5,5,1,3,6,15,3,6
2674,5,5,5,5,5,5,5,5,4,4,23,4,6
2675,-1,3,4,2,2,4,5,2,1,4,12,3,5
2676,4,1,5,2,2,8,5,1,1,6,13,4,5
2677,4,4,4,8,5,1,2,4,1,4,14,2,2
2678,6,5,5,5,5,5,5,6,4,4,20,5,6
2679,5,5,4,8,3,3,4,5,4,3,22,4,6
2680,4,1,5,8,5,4,4,8,6,6,16,2,5
2681,5,4,4,8,4,2,4,4,2,5,12,4,2
2682,6,5,5,5,5,5,5,5,2,4,13,2,4
2683,6,5,5,5,4,4,4,6,1,4,30,5,6
2684,4,2,5,5,5,5,4,2,2,6,25,2,6
2685,6,5,5,5,5,5,5,6,4,5,21,2,6
2686,2,5,5,8,5,4,5,5,1,1,15,4,3
2687,1,5,2,4,2,1,1,6,4,4,-1,4,1
2688,5,5,5,5,5,4,4,5,1,4,9,4,4
2689,-1,5,5,8,4,1,2,3,4,2,18,4,6
2690,6,5,4,2,2,4,5,6,3,5,9,5,6
2691,3,4,5,5,5,3,5,6,2,2,45,4,6
2692,4,4,5,4,2,5,4,2,3,3,20,3,5
2693,6,5,5,5,3,2,4,6,4,5,18,3,6
2694,-1,2,1,1,2,1,5,1,1,6,15,4,6
2695,5,2,2,2,2,2,2,5,4,2,5,5,6
2696,6,4,5,2,4,1,2,6,1,4,40,4,6
2697,3,5,5,8,5,8,5,3,4,4,14,4,6
2698,4,5,4,4,2,2,4,6,5,2,9,3,6
2699,3,4,3,2,3,2,2,4,3,3,21,4,5
2700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2702,4,5,5,5,5,5,5,6,5,5,15,1,6
2703,5,4,5,8,5,4,5,5,4,5,13,2,6
2704,6,4,5,8,5,4,5,1,6,6,14,1,6
2705,4,4,5,2,2,1,1,6,1,4,10,4,5
2706,6,5,5,5,5,5,5,6,2,2,15,4,6
2707,-1,4,5,8,5,5,5,6,6,1,20,5,6
2708,2,2,2,2,1,2,2,6,-1,4,20,4,5
2709,6,5,5,5,5,5,5,2,2,5,6,4,2
2710,5,5,5,5,5,5,5,6,1,4,10,2,5
2711,5,5,5,5,5,1,5,6,3,6,21,4,6
2712,4,4,5,4,5,4,4,6,4,4,15,4,6
2713,3,4,4,5,2,1,2,6,1,2,23,4,6
2714,5,5,5,8,5,5,5,6,4,5,20,3,5
2715,5,8,5,5,5,1,4,6,3,2,17,1,5
2716,6,5,5,4,3,2,5,3,2,3,-1,3,1
2717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2718,6,5,5,5,-1,5,5,4,1,1,13,4,6
2719,6,5,5,4,5,4,5,6,1,1,16,4,6
2720,5,5,5,8,5,5,4,4,4,4,20,4,5
2721,-1,5,5,5,5,4,5,1,1,6,5,4,6
2722,-1,5,5,5,8,2,5,6,1,3,8,4,6
2723,6,4,4,5,4,4,5,5,1,2,18,3,6
2724,4,5,5,8,3,4,4,5,4,2,18,4,6
2725,6,5,5,5,2,2,1,6,1,1,38,2,6
2726,4,5,5,5,5,1,4,6,1,5,17,2,1
2727,-1,4,5,5,2,2,5,6,2,2,5,2,6
2728,4,5,5,5,5,5,5,6,1,3,13,2,4
2729,5,5,5,8,5,5,8,6,1,4,18,3,6
2730,6,4,4,2,5,5,3,6,2,5,28,2,6
2731,1,3,2,1,1,1,1,5,1,2,18,5,6
2732,5,5,5,5,5,5,5,6,1,1,19,4,1
2733,4,4,4,2,3,3,4,6,3,3,16,3,5
2734,5,3,5,5,3,2,2,2,1,3,41,4,3
2735,5,5,5,4,4,4,5,2,3,5,13,4,5
2736,2,5,5,5,8,1,5,6,1,1,14,4,6
2738,5,5,5,5,5,8,5,5,2,2,8,4,6
2739,6,1,2,1,1,1,1,6,1,6,11,5,5
2740,6,5,5,8,5,5,5,5,3,5,15,4,3
2741,5,5,5,8,8,2,5,2,1,4,10,4,4
2742,5,2,5,5,5,1,8,1,2,1,16,3,1
2743,4,4,4,2,4,3,4,4,5,5,11,4,5
2744,5,5,4,2,4,3,5,6,1,1,15,4,6
2745,4,4,5,2,5,4,4,6,1,3,18,4,6
2746,6,5,5,1,5,5,5,6,1,1,-1,4,-1
2747,6,1,5,1,5,5,5,1,1,6,16,4,6
2748,5,5,5,5,2,1,3,4,1,4,14,2,1
2749,6,5,5,5,5,5,5,5,5,5,16,4,6
2750,6,5,5,5,5,5,5,3,4,4,17,2,3
2751,4,5,5,5,5,5,5,5,5,5,21,3,5
2752,6,5,5,5,5,5,5,1,3,5,5,3,2
2753,6,5,5,5,4,4,5,4,5,6,13,4,6
2754,4,4,5,5,5,5,5,3,5,3,16,2,6
2755,6,5,5,4,8,8,4,6,2,3,15,2,6
2756,6,5,5,5,5,5,5,1,1,4,4,4,6
2757,2,4,5,1,1,1,3,5,4,6,20,4,6
2758,2,5,5,5,5,5,5,6,1,2,9,4,6
2759,4,4,5,8,4,2,4,4,6,4,10,2,6
2760,6,4,5,8,5,8,5,6,5,3,15,3,6
2761,4,5,5,5,5,5,5,3,5,3,12,4,6
2762,6,4,5,4,2,3,5,3,6,6,12,3,6
2763,4,4,5,3,5,2,5,4,5,5,5,4,5
2764,6,5,5,5,5,5,5,4,1,1,16,2,3
2765,5,4,5,4,5,4,5,6,4,4,18,3,6
2766,3,5,5,5,5,5,5,2,2,3,18,3,4
2767,6,5,5,5,5,5,5,5,1,1,11,3,1
2768,6,1,5,3,5,4,2,4,5,4,16,4,4
2769,6,5,5,5,5,1,5,6,4,5,4,3,6
2770,5,5,5,8,5,5,5,5,1,2,18,4,2
2771,6,5,5,5,5,5,5,6,4,4,10,4,6
2772,6,5,5,5,5,5,5,6,5,4,12,4,6
2773,6,5,4,1,5,1,1,3,3,4,-1,4,6
2774,4,4,5,1,5,4,5,6,6,4,20,2,4
2775,3,2,4,1,1,2,4,4,5,3,14,3,5
2776,3,2,3,3,4,2,2,5,4,3,7,2,6
2777,4,5,5,2,5,2,5,5,4,5,99,4,4
2778,3,1,2,1,8,8,2,1,1,3,12,2,2
2779,6,2,4,1,2,2,4,4,5,5,13,2,6
2780,5,5,5,5,5,5,5,5,2,2,14,4,4
2781,5,5,5,5,5,5,5,6,5,5,15,2,5
2782,6,5,5,8,5,5,5,3,1,5,12,4,2
2783,-1,5,5,5,5,5,5,6,3,3,21,2,6
2784,5,5,5,4,5,1,5,5,4,2,27,3,5
2785,3,5,4,5,1,2,5,4,2,4,16,4,3
2786,1,3,5,5,4,4,5,5,1,1,19,4,4
2787,1,2,5,1,1,1,1,2,1,1,16,3,1
2788,6,5,5,8,5,2,5,2,1,5,22,4,3
2789,6,5,4,5,5,4,5,5,1,5,14,2,6
2790,5,4,4,8,-1,1,5,5,3,4,14,2,6
2791,5,4,5,1,4,4,4,3,5,5,19,1,5
2792,5,4,4,3,3,3,3,5,2,2,20,2,5
2793,5,5,5,8,5,5,5,3,3,2,14,2,2
2794,3,3,5,1,5,4,1,6,4,2,13,3,6
2795,6,3,5,1,1,1,3,6,1,1,18,4,6
2796,5,4,5,8,4,4,4,5,1,1,24,2,2
2797,3,-1,4,-1,4,-1,4,1,1,-1,-1,-1,-1
2798,2,3,4,8,5,8,4,4,3,2,21,3,6
2799,4,4,5,1,5,1,4,5,5,3,6,2,1
2800,2,5,5,5,5,5,8,1,1,1,18,4,6
2801,6,2,3,1,2,1,5,5,1,6,22,3,6
2802,4,4,4,1,1,1,5,6,1,1,13,4,2
2803,3,8,8,8,8,8,8,6,6,6,-1,2,5
2804,6,5,5,8,3,5,5,2,3,4,25,4,4
2805,6,5,4,1,1,2,5,6,1,6,99,3,4
2806,6,5,5,5,5,5,5,2,5,5,25,3,4
2807,4,5,5,5,5,2,2,5,3,5,12,3,4
2808,6,5,5,1,5,5,5,6,2,1,17,3,4
2809,6,5,5,5,5,5,5,4,5,5,25,3,5
2810,5,2,4,8,2,2,5,4,3,3,17,4,4
2811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2812,6,2,2,1,2,2,3,3,4,3,12,4,6
2813,1,8,8,8,8,8,8,-1,-1,-1,-1,2,6
2814,3,4,4,4,4,1,1,5,3,3,24,4,6
2815,1,1,1,1,1,1,1,8,1,1,-1,2,-1
2816,5,5,5,5,5,5,5,6,4,4,12,4,5
2817,6,5,5,5,5,5,5,6,1,1,15,5,6
2818,6,1,2,2,1,1,1,5,4,4,25,1,4
2819,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1
2820,3,2,1,1,2,2,4,3,3,3,3,3,3
2821,6,5,5,5,5,5,5,6,1,4,23,3,3
2822,4,4,4,5,3,3,3,2,3,5,3,3,6
2823,-1,5,5,5,5,5,5,6,5,4,6,3,6
2824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2825,6,2,4,8,2,2,2,6,4,4,12,4,6
2826,-1,5,5,5,5,5,1,6,1,4,12,2,2
2827,2,4,4,2,1,4,8,4,4,4,-1,4,3
2828,6,3,5,8,5,2,5,6,5,4,12,2,1
2829,4,5,5,4,4,2,4,4,1,5,10,4,6
2830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2831,6,5,4,4,3,4,2,5,4,4,17,4,6
2832,6,5,5,2,5,5,5,6,1,2,15,3,1
2833,6,5,5,5,5,5,5,6,5,2,17,4,6
2834,6,5,5,5,5,8,8,-1,1,2,13,3,6
2835,5,2,2,1,1,2,1,8,-1,-1,-1,-1,-1
2836,6,5,5,5,5,5,5,6,1,5,5,4,6
2837,6,4,5,8,2,5,5,4,3,4,16,2,6
2838,6,5,5,5,5,5,5,5,3,4,5,4,6
2839,-1,2,5,8,5,1,8,3,4,3,25,4,5
2840,6,2,5,1,1,1,2,3,2,1,3,3,6
2841,4,1,4,8,1,1,1,8,6,3,19,4,6
2842,-1,1,4,8,8,8,8,1,1,1,-1,4,6
2843,5,5,4,5,2,1,8,6,3,5,8,4,5
2844,4,2,4,8,4,1,2,4,3,5,21,2,6
2845,4,2,4,1,1,2,1,2,1,2,14,4,5
2846,5,5,5,8,5,4,5,5,1,4,14,4,5
2847,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,-1,-1
2848,2,1,1,1,1,1,1,4,3,3,21,2,2
2849,6,5,5,2,-1,2,2,6,2,1,8,5,6
2850,6,5,5,1,5,2,5,6,1,1,15,5,6
2851,3,4,2,2,2,2,2,6,6,2,11,-1,-1
2852,6,5,5,5,5,5,5,6,1,1,15,4,6
2853,5,2,5,8,5,5,8,4,5,4,12,2,5
2854,6,5,5,5,5,5,5,4,4,2,-1,2,3
2855,6,5,4,5,5,5,4,5,1,6,17,4,6
2856,6,5,5,1,5,5,1,6,1,-1,11,-1,2
2857,6,4,4,8,2,2,4,2,1,3,24,4,3
2858,-1,3,4,1,2,2,3,2,1,3,25,2,6
2859,6,3,5,4,4,4,4,4,4,3,16,3,3
2860,-1,4,4,4,4,4,4,6,3,4,12,4,6
2861,4,2,2,2,2,2,2,5,5,3,21,2,3
2862,2,2,-1,2,-1,3,4,4,3,2,-1,2,4
2863,3,2,4,1,4,2,1,3,2,3,22,2,5
2864,4,5,5,-1,5,2,4,3,1,4,17,4,6
2865,3,4,5,5,4,3,1,4,5,-1,-1,-1,4
2866,6,5,4,1,2,1,3,6,2,2,18,4,6
2867,-1,5,5,5,5,5,5,6,1,1,15,3,-1
2868,3,2,1,3,4,2,5,4,3,4,-1,4,3
2869,5,4,5,2,2,2,2,3,3,4,16,4,6
2870,3,2,3,3,2,1,3,1,3,5,18,-1,5
2871,6,1,1,1,1,1,1,6,4,1,88,1,4
2872,1,1,1,1,1,1,1,1,1,1,13,5,1
2873,6,5,5,4,3,5,5,6,1,1,5,5,6
2874,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2875,1,5,5,3,5,5,5,6,1,1,10,3,4
2876,3,4,4,1,4,2,2,4,1,2,18,4,3
2877,3,2,2,3,-1,3,3,5,4,4,99,3,4
2878,4,-1,-1,-1,-1,-1,-1,5,2,5,13,3,3
2879,6,5,5,5,5,5,5,6,2,2,15,4,6
2880,2,1,2,1,3,4,1,2,3,1,16,2,2
2881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,-1,-1
2882,6,5,5,5,2,1,3,3,2,2,16,2,4
2883,4,5,5,5,5,5,4,5,4,5,-1,3,5
2884,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2886,1,8,8,8,8,8,8,-1,1,1,-1,2,1
2887,4,2,4,8,4,2,3,4,3,3,25,4,3
