,q1a,q1b,q1c,q2b,q3b,q4a,q4b,q4c,q4d,q5a,q5b,q5c,q6a,q6b,q6c,q7a,q7b,q7c,q7d,q7e,q7f,q8a,q8b,q8c,q8d,q8e,q8f,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f
1075,6,4,4,3,3,1,4,1,6,1,1,1,6,4,6,8,8,8,8,8,8,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,1
1076,3,6,6,-1,-1,1,6,1,4,6,6,6,2,2,4,1,1,1,1,2,1,1,2,3,6,2,2,1,2,2,4,1,2,1,1,2,6,1,2
1077,5,4,4,-1,-1,1,3,1,5,3,4,6,6,5,5,2,2,1,1,1,1,2,2,3,2,1,2,2,2,3,3,1,2,-1,-1,-1,-1,-1,-1
1078,6,6,-1,2,2,1,6,1,4,5,4,4,3,5,6,2,2,1,2,2,2,2,2,4,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2
1079,6,4,4,1,1,1,6,1,4,4,3,3,2,4,4,2,1,2,2,2,2,3,2,2,6,1,2,2,3,2,3,1,2,2,2,-1,-1,1,1
1080,1,2,2,1,2,1,1,1,4,4,4,5,3,-1,-1,1,1,1,1,1,1,1,5,1,5,3,1,1,5,2,4,1,1,1,4,1,1,1,1
1081,1,6,6,5,2,0,1,1,1,6,6,6,6,6,6,8,8,8,8,8,8,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1
1082,2,3,2,2,2,1,2,1,6,4,3,5,3,6,4,2,2,2,2,2,2,2,3,4,4,4,2,2,2,2,4,4,2,2,2,3,3,3,2
1083,6,2,6,3,-1,1,1,1,6,6,3,6,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1
1084,1,1,1,3,3,1,4,1,6,4,3,3,4,4,4,2,2,1,1,2,1,1,3,3,4,4,2,1,3,3,3,2,1,1,3,3,3,2,1
1085,5,5,6,2,2,1,6,1,6,4,3,5,2,4,6,1,1,1,1,1,1,1,6,2,5,1,1,1,1,1,1,1,1,1,4,1,1,1,1
1086,1,1,2,2,1,1,3,1,6,6,6,6,3,6,6,1,1,1,1,1,1,2,3,4,5,1,2,2,2,5,5,1,2,2,2,5,5,1,1
1087,3,1,1,1,1,1,1,1,5,4,3,5,2,3,2,1,1,1,1,1,2,2,3,2,6,1,1,2,2,5,2,1,1,2,2,1,2,1,1
1088,1,2,1,1,2,1,2,1,2,6,4,6,5,6,6,1,1,1,1,1,1,3,2,5,6,1,2,2,2,2,3,1,1,2,2,2,4,2,1
1089,1,1,1,2,3,1,6,1,6,6,2,6,6,5,6,8,8,2,8,8,2,3,6,6,6,3,2,2,2,2,2,1,1,2,1,1,1,1,1
1090,2,1,1,-1,1,1,6,1,6,6,4,6,4,4,5,1,1,1,1,1,1,2,3,5,5,5,5,2,4,4,4,4,4,2,2,2,2,2,2
1091,2,2,1,2,1,1,3,1,5,3,3,4,5,6,5,1,1,1,1,1,1,4,5,5,5,4,3,3,2,2,2,2,2,2,2,2,1,1,1
1092,1,1,1,3,1,1,2,1,5,6,6,6,3,5,3,1,1,1,1,1,2,2,4,6,6,5,1,2,3,5,5,1,1,2,3,4,4,1,1
1093,1,1,2,2,2,1,2,1,6,6,2,6,3,5,6,2,2,1,2,1,1,2,2,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1
1094,1,7,7,3,-1,1,2,1,3,3,3,3,2,2,2,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1
1095,3,1,1,3,2,1,3,1,6,4,3,5,6,5,4,2,1,2,2,1,1,2,4,4,2,3,4,2,3,3,2,3,4,2,3,3,2,3,4
1096,6,4,7,1,1,1,2,1,5,6,5,6,2,6,4,1,1,1,2,2,2,1,1,3,4,4,3,1,1,2,3,3,3,1,1,1,5,2,2
1097,1,2,3,2,2,1,2,1,3,4,2,4,3,4,4,1,1,1,1,1,2,2,2,3,4,1,1,1,1,2,1,1,1,1,1,1,2,1,1
1098,6,1,4,4,4,1,4,1,6,5,6,6,6,6,6,2,2,2,2,1,2,5,5,4,2,3,4,4,4,4,2,2,2,3,3,4,2,2,2
1099,2,2,3,2,-1,1,1,1,6,4,2,6,1,6,6,1,2,1,1,1,1,1,2,6,6,1,2,1,1,3,3,1,1,1,1,3,3,1,1
1100,4,4,3,-1,-1,1,6,1,6,6,6,6,1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,6
1101,2,1,1,2,1,1,1,1,4,6,1,4,1,4,5,1,1,2,1,1,2,2,3,6,6,6,2,2,2,3,6,6,2,2,2,3,6,6,2
1102,1,1,2,2,1,1,6,1,6,5,3,6,4,6,5,1,1,1,1,1,1,2,3,2,5,1,1,1,2,4,5,1,1,1,2,4,5,1,1
1103,4,1,1,2,2,1,3,1,6,6,2,6,5,5,1,2,2,2,2,2,2,2,5,6,6,6,3,1,4,2,6,6,2,2,6,6,6,6,3
1104,1,2,6,3,2,1,6,1,4,5,4,6,4,4,2,1,1,2,1,1,2,4,5,5,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1
1105,1,2,1,1,1,0,1,-1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,3,3,3,1,1,1,2,2,2,1,1,1,1,2,1,1,1
1106,6,6,6,3,3,1,6,1,6,6,1,4,6,6,6,1,1,1,1,1,1,6,6,6,6,4,5,6,6,6,6,6,6,6,6,6,6,6,6
1107,1,4,3,3,3,1,6,1,6,2,3,4,2,3,2,2,2,2,2,8,2,1,2,6,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1
1108,3,2,2,3,2,1,3,1,6,4,4,5,2,4,3,2,2,2,-1,-1,2,2,3,4,2,1,3,3,3,5,1,2,3,1,2,3,1,1,3
1109,6,1,1,3,3,1,3,1,6,6,3,3,6,6,6,2,2,2,2,2,1,2,4,5,4,3,2,3,4,5,4,3,2,3,4,5,4,3,2
1110,2,5,6,-1,-1,1,3,1,4,4,6,4,6,5,6,2,2,2,2,2,2,1,3,4,6,6,2,2,3,6,6,3,3,2,2,2,6,3,2
1111,4,5,4,3,1,1,5,1,-1,6,3,3,6,5,6,1,1,1,1,1,1,2,3,6,5,1,6,2,3,6,5,1,6,2,1,6,6,1,1
1112,6,3,2,2,2,1,2,1,6,6,6,6,2,6,6,1,1,1,2,1,2,2,3,5,4,1,2,2,3,3,2,1,2,2,3,3,2,1,2
1113,6,1,6,1,2,1,6,1,6,3,1,3,6,4,4,1,1,2,1,1,3,2,5,5,5,4,2,2,2,5,3,1,1,2,2,4,4,1,1
1114,1,1,1,2,3,1,2,1,3,-1,3,1,3,5,5,-1,-1,-1,-1,-1,-1,2,4,4,6,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1115,3,3,2,3,2,0,5,-1,-1,3,3,3,1,1,1,1,2,3,2,-1,2,3,2,4,2,-1,2,3,3,2,2,2,2,1,3,2,2,2,2
1116,4,3,4,3,-1,1,3,1,6,6,4,5,2,4,4,1,1,2,2,1,1,2,2,3,2,3,3,2,2,1,1,3,2,1,1,1,1,1,1
1118,1,1,1,2,2,1,2,1,2,2,2,3,3,4,5,1,1,1,1,1,1,2,2,4,5,1,1,2,2,3,4,1,1,1,1,1,1,1,1
1119,2,1,1,2,1,1,6,1,6,6,6,6,4,6,6,1,1,2,1,1,1,2,2,2,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1
1120,1,2,4,1,1,1,3,1,2,5,5,5,2,3,5,1,1,1,1,1,1,2,3,4,5,1,2,1,1,2,2,1,1,1,1,3,2,1,1
1121,3,2,1,3,2,1,3,1,6,2,1,4,3,6,5,1,1,2,1,1,2,4,4,3,6,2,3,2,2,2,3,1,2,2,2,2,2,2,2
1122,1,3,2,-1,-1,1,5,1,1,3,3,5,2,3,4,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1123,3,4,4,-1,-1,1,1,1,6,5,4,5,4,4,5,2,2,2,2,2,2,2,6,6,6,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1124,1,2,2,1,2,1,5,1,6,1,2,1,3,6,4,1,1,1,1,1,2,2,2,6,6,1,2,1,2,6,6,1,2,1,2,6,6,1,2
1125,1,6,6,3,1,1,1,1,1,6,1,6,6,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,4,4,4
1126,1,2,1,3,2,1,1,1,6,1,2,5,4,3,6,-1,-1,-1,-1,-1,-1,2,2,6,6,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1127,1,1,2,3,-1,1,1,1,6,6,3,6,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1128,2,6,6,1,1,1,5,1,6,6,6,6,2,6,6,1,1,2,1,1,1,2,2,5,6,2,3,2,3,5,6,3,3,2,2,3,5,2,3
1129,4,3,3,1,2,1,3,1,6,4,3,3,3,4,4,1,1,1,1,1,2,1,2,3,6,4,2,1,1,3,6,1,2,1,2,3,6,1,2
1130,1,1,1,1,1,1,1,1,2,1,1,1,3,6,3,1,1,1,1,1,1,2,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1131,3,6,5,1,1,1,1,1,1,6,3,6,1,6,1,8,1,8,1,1,2,2,3,6,1,4,2,1,1,3,1,1,1,1,1,1,1,1,1
1132,1,7,7,1,-1,-1,1,0,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1133,1,1,-1,-1,-1,1,1,1,1,3,4,3,6,6,6,2,2,2,1,2,1,1,2,1,1,1,1,6,6,6,6,6,6,1,1,1,1,-1,1
1134,1,3,6,1,1,1,3,1,2,6,6,6,1,4,5,1,2,1,3,1,3,1,5,5,5,4,2,1,6,6,6,5,2,1,1,1,1,1,1
1135,1,1,1,3,3,1,5,1,6,4,2,4,4,4,4,2,2,2,1,1,2,2,4,5,1,1,4,1,2,2,1,1,2,1,1,1,1,1,1
1136,1,5,3,2,-1,1,3,1,6,6,6,6,3,6,2,1,2,8,8,2,2,2,3,4,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1
1137,5,7,7,3,2,1,3,1,6,6,1,6,5,5,5,2,2,2,1,1,2,4,3,6,6,2,4,2,2,4,5,2,3,2,2,3,3,2,2
1138,6,6,6,3,2,1,6,1,6,6,5,2,4,6,4,2,2,1,2,2,2,2,6,5,6,1,2,1,3,4,4,1,1,-1,-1,-1,-1,-1,-1
1139,2,3,2,1,1,1,4,1,4,2,2,4,2,5,4,1,1,1,1,1,1,2,2,6,6,1,4,2,2,4,4,1,4,1,1,1,3,1,4
1140,4,1,6,3,1,1,1,1,6,4,2,4,6,6,6,1,1,3,3,1,1,2,5,5,6,6,2,2,2,2,6,6,2,2,2,6,6,6,1
1141,5,2,2,3,3,1,2,1,2,5,4,4,5,5,5,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2
1142,1,7,7,2,2,1,2,1,6,6,5,6,4,5,-1,1,1,1,1,1,2,2,3,6,1,6,4,1,1,3,1,1,3,1,1,3,1,1,2
1143,1,4,5,-1,-1,1,1,1,6,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1144,1,3,3,2,2,1,3,1,6,3,3,4,4,4,5,2,2,2,8,2,1,2,5,5,5,2,4,1,2,2,2,2,1,1,2,2,2,2,1
1145,4,3,2,3,2,1,6,1,6,6,2,6,4,6,6,2,2,2,2,2,2,-1,4,5,5,1,2,1,1,5,5,1,2,1,1,5,5,1,1
1146,6,1,2,4,4,1,6,1,5,3,2,2,4,5,4,2,2,2,2,1,2,2,4,5,6,6,2,2,4,5,6,6,2,2,5,5,6,6,2
1147,6,4,3,1,1,1,1,1,6,5,4,6,5,5,3,1,2,2,2,1,2,1,3,4,4,1,2,1,2,2,2,1,2,1,2,2,2,1,2
1148,6,3,2,1,2,1,1,1,1,6,4,6,2,6,6,1,1,1,1,1,1,3,3,6,6,4,3,3,3,6,6,4,6,3,3,3,6,3,4
1149,1,5,5,3,2,1,4,1,6,4,4,3,3,4,5,2,1,1,8,8,1,2,2,6,6,1,2,2,2,2,2,1,1,2,2,2,2,1,1
1150,2,4,2,2,2,1,3,1,6,5,2,5,5,4,5,1,1,1,1,2,1,3,4,5,6,4,1,2,4,2,2,2,1,2,4,2,2,2,1
1151,6,2,2,3,2,1,1,1,6,6,5,6,6,6,6,1,2,1,2,1,2,2,4,6,6,6,5,2,6,6,6,3,5,2,6,6,6,4,6
1152,-1,-1,3,2,1,1,3,1,6,6,6,6,6,6,6,1,1,1,1,1,2,2,4,5,4,3,-1,2,3,5,3,3,4,2,4,4,3,3,4
1153,2,3,3,2,2,1,3,1,6,6,5,6,5,6,6,2,2,2,2,2,2,2,3,6,6,1,2,2,2,6,6,1,2,2,2,6,6,1,2
1154,1,4,2,3,2,1,6,1,6,6,4,6,5,6,6,2,2,2,2,2,2,3,6,6,6,6,6,3,2,2,4,3,3,3,4,4,5,3,3
1155,6,6,6,-1,4,1,4,1,5,5,5,5,4,3,4,8,8,8,8,8,8,6,5,6,5,4,4,5,6,6,3,5,5,5,5,3,3,3,4
1156,3,1,2,3,1,1,1,1,4,6,4,6,4,5,5,1,1,1,1,1,2,3,4,1,6,2,2,2,4,1,6,2,1,2,3,3,4,1,1
1157,6,6,6,2,2,1,6,1,6,6,6,6,2,6,2,1,1,1,2,2,2,3,4,6,6,1,4,3,4,6,6,1,4,3,4,6,6,1,4
1158,1,5,4,2,-1,1,2,1,5,5,2,5,4,5,6,8,8,2,8,8,1,2,3,4,5,1,2,2,2,4,1,2,1,1,1,1,1,1,1
1159,1,7,7,-1,-1,1,1,1,1,6,4,6,3,3,3,1,1,3,2,3,2,2,6,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1
1160,3,4,4,3,3,1,4,1,6,5,5,6,2,4,3,2,1,3,1,2,1,1,1,-1,3,1,3,1,2,4,4,1,3,1,1,3,3,1,3
1161,6,1,3,-1,-1,1,3,1,4,2,2,3,4,5,6,2,2,2,2,2,2,1,2,2,6,1,1,1,3,3,6,3,1,1,2,1,1,1,1
1162,1,1,5,-1,-1,1,2,1,6,4,4,5,4,4,4,2,2,2,8,8,2,2,2,3,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1
1163,1,1,2,4,4,1,1,1,6,6,3,5,4,6,6,2,2,3,2,8,2,2,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
1164,1,1,1,2,2,1,2,1,4,4,2,4,3,6,6,2,2,2,2,8,2,3,5,1,1,1,1,1,2,1,1,1,1,2,4,1,1,1,1
1165,1,2,2,2,2,1,6,1,6,-1,1,3,6,6,6,1,1,3,1,1,2,2,3,3,4,2,2,2,2,1,2,1,2,1,1,1,1,1,1
1166,4,4,3,-1,4,1,4,1,6,4,4,6,4,4,6,2,1,2,1,2,1,2,5,5,6,6,2,3,4,4,5,3,2,2,4,4,5,4,2
1167,2,4,4,3,3,1,3,1,3,5,1,4,3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1168,2,3,3,1,2,1,2,1,2,6,4,5,2,6,6,1,1,1,1,1,-1,3,5,1,6,3,1,5,6,1,6,2,2,2,3,1,6,4,1
1169,3,1,1,3,3,1,4,1,6,2,1,1,4,4,4,2,2,2,2,2,2,3,3,4,5,2,4,2,4,6,6,2,4,2,5,6,-1,1,4
1170,2,7,7,3,-1,0,6,1,3,5,3,4,3,2,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1171,2,1,1,1,1,1,6,1,6,6,6,6,1,6,6,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1172,2,1,1,3,3,1,4,1,5,6,4,6,4,5,5,2,2,1,1,1,2,1,6,6,6,6,3,1,4,3,6,5,3,1,4,1,1,1,1
1173,1,6,6,1,3,1,5,1,5,2,1,1,3,5,5,2,2,2,1,2,2,1,2,3,5,2,2,1,2,4,5,2,1,1,2,3,4,2,1
1174,1,4,2,2,2,1,1,1,1,1,1,2,4,4,4,2,2,2,2,2,2,1,1,4,4,4,1,1,1,2,2,2,1,1,1,1,1,1,1
1175,5,4,1,2,3,1,6,1,6,2,2,3,6,3,5,2,3,3,2,2,2,2,4,4,6,6,3,3,5,6,6,6,4,4,4,6,6,6,4
1176,1,2,2,1,1,1,2,1,2,6,3,6,1,4,3,1,1,1,1,3,2,3,4,5,6,6,3,2,3,2,3,3,3,2,3,2,3,3,3
1177,3,7,7,-1,-1,1,2,1,2,5,5,6,2,6,3,1,1,1,1,1,-1,2,2,2,1,1,2,3,3,2,2,1,2,2,2,1,1,1,1
1178,1,1,4,2,2,1,3,1,3,1,3,3,3,3,2,2,2,2,2,1,2,2,3,2,6,2,2,1,1,1,1,1,1,1,3,1,3,2,2
1179,5,4,3,3,2,1,1,1,3,5,2,5,1,4,3,1,1,1,1,1,3,2,2,4,4,1,1,1,4,6,4,1,1,2,2,2,4,1,1
1180,3,6,3,2,2,1,6,1,6,6,6,6,1,1,1,1,2,1,1,1,1,5,5,1,6,2,2,5,2,2,5,1,3,2,2,2,5,1,1
1181,2,6,3,2,1,1,6,1,1,6,6,3,1,6,4,1,1,1,1,1,3,5,6,6,6,6,2,6,6,6,6,1,2,1,1,1,1,1,1
1182,1,5,3,3,-1,1,2,1,6,6,6,6,3,6,6,2,1,2,2,8,1,2,4,5,6,5,2,1,2,5,6,4,2,1,2,5,5,4,2
1183,2,2,1,2,1,1,1,1,3,3,3,4,3,2,4,1,1,1,2,1,2,2,3,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1
1184,6,7,7,1,2,1,1,1,3,6,5,6,2,5,4,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2
1185,5,2,2,3,1,1,3,1,6,6,5,6,4,6,5,1,1,1,1,1,2,3,4,6,6,5,5,3,2,3,3,4,5,2,2,3,3,3,2
1186,1,2,2,3,-1,1,1,1,6,3,6,6,2,6,6,1,2,2,1,1,2,2,2,4,5,5,1,6,6,6,-1,1,3,6,6,6,6,6,6
1187,2,6,6,2,2,1,1,1,5,5,5,4,1,5,5,1,1,2,1,1,2,1,3,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1
1188,1,4,6,1,5,-1,1,1,3,3,3,3,1,1,1,8,8,8,8,8,3,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1189,2,1,2,1,1,1,1,0,1,6,3,5,2,2,3,8,8,8,8,8,8,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1
1190,3,7,7,1,1,1,1,0,1,6,4,4,2,3,5,8,8,8,8,8,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2
1191,6,2,3,2,2,1,2,1,2,5,4,6,6,6,6,1,1,1,1,1,1,2,4,4,4,2,2,2,3,3,2,2,2,2,3,2,2,2,2
1192,6,1,3,2,1,1,5,1,5,3,3,2,6,6,6,1,1,1,1,1,1,2,6,4,5,6,2,1,1,4,4,2,1,1,2,4,3,3,1
1193,1,2,2,1,2,1,1,1,5,3,1,3,5,5,6,1,1,2,1,2,2,2,5,6,6,4,4,1,2,1,1,1,1,1,1,1,1,1,1
1194,1,2,2,1,1,1,2,1,4,6,3,1,4,6,6,1,1,1,1,1,2,1,4,3,6,1,1,1,1,1,1,1,1,1,2,2,1,1,1
1195,6,1,2,3,1,1,6,1,6,4,4,4,4,3,6,2,2,1,1,1,2,3,4,6,6,1,3,3,3,2,2,1,2,3,2,2,2,2,2
1196,1,1,1,2,1,1,3,1,6,1,1,2,4,5,6,1,1,2,1,1,1,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1197,1,1,1,1,-1,1,1,1,1,2,2,-1,2,6,6,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1198,6,3,3,2,3,1,3,1,2,4,3,5,4,4,5,2,2,2,2,2,1,3,4,6,6,6,3,3,4,6,6,6,3,3,4,6,6,6,3
1199,1,2,2,3,-1,1,1,1,6,6,3,6,3,6,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1
1200,1,3,3,-1,-1,1,3,1,5,5,3,5,1,3,3,-1,-1,-1,-1,-1,-1,1,1,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1
1201,1,3,2,3,3,1,5,1,6,6,5,6,4,5,5,2,2,2,2,2,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1202,1,2,3,2,1,1,2,1,3,5,3,5,3,6,5,1,1,2,1,1,1,2,4,5,6,1,1,2,4,6,6,2,1,2,3,2,4,1,1
1203,2,4,4,3,3,1,1,1,4,1,3,6,2,2,3,2,2,2,2,2,2,1,2,4,6,1,1,1,1,2,2,1,1,1,1,2,3,2,1
1204,2,4,3,2,1,1,6,1,5,6,1,6,2,6,5,1,1,1,2,2,1,4,6,6,6,2,2,4,6,6,6,2,2,4,6,6,6,2,2
1205,3,1,2,-1,-1,1,4,-1,5,3,2,3,2,3,4,2,2,2,2,2,2,1,2,2,2,1,1,1,2,3,3,1,1,3,3,3,3,1,1
1206,1,3,6,3,3,1,4,1,5,3,4,3,5,4,5,2,1,2,1,8,2,3,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1
1207,3,3,2,1,-1,1,6,1,6,4,3,3,1,3,4,2,3,2,8,8,1,1,4,4,4,1,2,1,-1,4,4,1,2,1,4,4,4,1,2
1208,1,2,2,2,-1,1,1,1,6,-1,5,-1,6,6,5,1,1,2,1,1,1,2,2,1,6,5,2,1,3,1,1,1,1,1,1,1,1,1,1
1209,1,1,1,-1,1,1,2,1,6,5,5,4,4,6,6,1,1,1,1,1,2,2,5,5,6,1,2,2,4,5,5,1,2,1,4,5,5,1,2
1210,2,1,1,3,2,1,2,1,6,2,3,2,4,4,5,2,2,2,2,1,1,2,2,4,6,1,2,1,1,3,2,1,1,1,1,1,2,1,1
1211,1,1,2,1,1,-1,3,1,6,6,5,6,5,5,5,1,1,-1,1,1,-1,2,4,2,5,2,1,3,4,3,5,2,2,1,4,1,4,1,1
1212,3,1,1,3,2,1,1,1,3,4,1,6,6,5,6,1,1,2,1,1,2,3,6,6,2,1,4,3,3,2,1,1,5,2,4,1,1,1,2
1213,1,1,1,-1,-1,1,3,1,6,3,3,3,1,1,4,-1,-1,-1,-1,-1,-1,2,4,5,4,3,2,1,2,2,2,2,2,1,1,1,1,1,1
1214,2,6,6,3,2,1,4,1,6,5,5,5,2,6,5,-1,-1,-1,-1,-1,-1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1
1215,1,2,3,1,1,1,1,1,6,6,2,6,2,5,5,1,1,1,1,1,2,2,2,2,6,1,1,1,2,1,6,1,1,1,1,1,6,1,1
1216,1,2,2,2,3,1,3,1,6,5,3,3,5,4,3,2,1,2,2,8,1,3,6,6,6,2,4,1,6,5,5,5,5,1,1,1,1,1,1
1217,6,3,2,3,3,1,1,1,6,6,5,6,1,6,5,2,2,2,2,2,2,1,2,3,4,1,1,1,2,2,3,3,1,1,1,1,1,1,1
1218,2,4,5,2,-1,1,1,1,6,3,3,4,4,4,4,2,2,2,2,2,2,1,2,5,6,2,2,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1
1219,1,1,1,1,1,1,2,1,2,4,2,4,1,2,2,1,1,2,1,1,2,1,1,5,6,5,2,1,1,1,2,2,1,1,1,1,2,2,1
1220,1,2,1,2,2,1,2,1,4,5,3,5,4,5,6,8,8,1,8,8,1,2,5,4,5,2,2,1,2,3,4,2,2,1,1,3,2,1,2
1221,3,3,4,2,3,1,2,1,4,4,1,3,3,2,-1,8,8,-1,8,8,-1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1
1222,1,3,3,2,3,1,4,1,6,5,5,5,5,5,5,2,2,1,2,1,1,3,2,3,3,3,2,2,2,2,2,1,1,2,2,2,2,1,1
1223,1,3,3,2,2,1,2,1,5,6,6,5,4,4,4,2,2,2,2,2,2,5,4,4,6,5,4,5,5,5,6,5,5,5,5,4,6,5,5
1224,1,2,3,2,2,1,2,1,5,6,5,5,2,4,2,1,2,1,1,1,2,1,2,3,6,1,1,1,2,2,2,1,1,1,1,2,2,1,1
1225,2,4,6,2,-1,1,1,1,6,4,2,-1,3,4,4,2,2,2,2,2,2,1,2,5,6,6,2,1,2,5,6,6,1,1,1,1,1,1,1
1226,6,7,7,1,3,1,2,1,4,6,2,3,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1
1227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,2,5,1,5,1,2,1,4,1,2,1,1,1,1,1,1
1228,2,3,3,2,-1,1,2,1,6,6,6,6,2,1,1,1,2,8,2,2,1,2,4,3,3,2,1,1,1,1,1,1,1,2,2,1,2,1,1
1229,1,7,7,-1,-1,1,3,1,6,3,3,2,1,3,2,2,2,2,2,2,2,1,3,4,4,1,3,1,1,4,4,1,2,1,3,4,4,1,2
1230,1,1,1,2,3,1,2,1,6,4,2,6,4,4,4,2,2,2,2,2,2,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1231,2,3,5,2,1,1,3,1,4,6,6,6,4,6,6,1,2,1,1,1,3,3,4,4,5,1,3,1,2,2,2,1,1,1,2,2,2,1,2
1232,1,2,2,2,2,-1,3,1,6,6,2,6,4,6,6,2,2,2,2,8,2,1,4,3,6,1,2,1,3,1,6,1,2,1,3,1,6,1,1
1233,1,6,5,2,2,1,3,1,6,5,5,5,2,5,5,1,1,1,1,1,1,2,3,5,5,4,2,1,3,5,4,3,1,1,3,5,5,2,1
1234,2,3,3,3,-1,1,3,1,6,4,6,4,3,5,6,2,2,2,-1,1,1,2,4,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1
1235,1,4,6,2,1,1,2,1,5,6,5,6,5,6,5,1,1,1,1,1,1,4,4,6,6,5,3,2,2,6,6,1,2,2,2,4,4,1,2
1236,1,1,1,3,-1,1,3,1,5,5,3,6,3,3,6,1,1,1,1,1,1,1,4,5,6,1,2,1,1,3,1,1,2,1,1,2,2,1,1
1237,1,5,4,2,2,1,3,1,4,6,3,5,4,5,5,2,2,1,1,1,2,2,2,2,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1
1238,2,1,1,3,3,1,1,-1,1,2,2,4,3,3,3,2,2,2,1,2,1,2,3,3,6,3,3,1,1,1,1,1,1,1,1,1,1,1,1
1239,1,1,7,2,-1,1,4,1,6,6,3,6,1,4,1,2,2,2,2,2,2,1,2,5,4,4,2,1,1,5,4,1,2,1,2,5,4,4,2
1240,1,2,3,3,2,1,1,1,6,6,6,6,2,4,2,1,1,1,8,8,1,1,2,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1
1241,1,3,2,3,3,1,3,1,4,3,3,3,4,4,4,2,2,2,2,2,2,2,4,6,6,-1,4,2,2,3,3,1,3,1,1,1,1,1,1
1242,1,2,2,3,2,1,3,1,5,5,4,4,3,5,5,1,1,2,1,2,2,2,3,4,5,3,3,2,2,3,1,1,1,2,2,1,1,1,1
