,q11a,q11b,q11c,q11d,q11e,q12a,q12b,q12c,q12d
3359,3,2,2,2,2,1,7,4,1
3360,3,3,1,2,3,8,1,4,3
3361,1,1,1,1,1,2,7,1,4
3362,4,4,3,4,4,1,8,4,6
3363,3,3,3,3,3,2,2,3,6
3364,4,4,4,4,4,2,2,7,8
3365,1,1,1,1,1,8,7,4,2
3366,3,3,3,3,3,4,8,6,7
3367,3,3,3,3,3,2,7,2,2
3368,1,1,3,1,1,8,8,-1,1
3369,1,1,1,1,1,3,7,1,3
3370,3,3,3,3,3,8,8,4,5
3371,2,2,2,2,2,1,7,4,3
3372,4,4,3,2,2,1,1,4,3
3373,3,3,2,3,2,8,8,-1,3
3374,1,4,3,3,3,6,8,6,1
3375,4,4,4,4,4,1,2,7,-1
3376,1,2,1,3,3,7,7,4,3
3377,1,1,1,1,1,7,7,4,1
3378,3,3,3,3,2,1,8,1,1
3379,4,3,3,3,3,1,1,-1,1
3380,3,3,3,3,3,1,1,4,3
3381,2,4,2,2,2,1,8,-1,1
3382,1,1,1,3,1,5,5,4,1
3383,4,4,3,3,3,2,8,1,2
3384,3,4,1,2,3,1,7,1,1
3385,4,4,4,4,4,1,8,4,4
3386,3,3,2,3,2,-1,-1,4,5
3387,1,1,1,1,1,2,7,4,1
3388,1,3,2,3,3,8,7,6,3
3389,1,1,1,1,1,1,7,1,1
3390,1,4,3,3,3,8,8,4,2
3391,-1,-1,-1,-1,-1,-1,-1,3,1
3392,-1,-1,-1,-1,-1,-1,-1,-1,2
3393,1,1,1,4,1,7,7,4,1
3394,2,3,2,2,2,6,7,7,1
3395,3,3,2,-1,-1,2,2,4,2
3396,3,3,4,3,4,1,2,2,3
3397,3,3,1,3,2,8,8,4,1
3398,3,3,2,3,2,7,8,1,2
3399,3,3,2,3,3,8,8,4,4
3400,1,2,1,2,2,1,6,4,1
3401,4,4,3,3,3,8,-1,3,7
3402,3,3,3,3,3,8,8,4,1
3403,4,3,3,3,2,8,8,4,4
3404,2,2,2,2,2,7,7,4,1
3405,1,1,1,1,1,2,7,4,2
3406,3,2,-1,2,4,1,7,1,1
3407,3,2,2,2,3,8,7,3,3
3408,3,3,2,3,3,2,8,1,2
3409,4,4,4,4,4,2,2,1,3
3410,1,1,1,4,4,5,5,7,2
3411,4,4,3,3,4,7,8,4,8
3412,3,3,-1,3,-1,1,1,4,4
3413,4,3,1,2,2,8,8,4,3
3414,-1,-1,-1,-1,4,8,8,2,4
3415,3,3,3,3,3,1,1,4,6
3416,3,3,3,2,3,1,1,4,2
3417,3,3,2,3,3,1,7,4,2
3418,1,1,1,1,1,2,2,4,4
3419,3,-1,3,3,2,2,8,3,2
3420,4,4,4,4,4,1,1,3,2
3421,2,2,1,1,2,1,7,4,2
3422,4,4,1,3,3,2,7,4,1
3423,-1,-1,-1,-1,-1,-1,-1,3,3
3424,4,4,3,3,4,8,8,1,4
3425,-1,-1,-1,-1,-1,-1,8,4,3
3426,3,4,3,3,3,7,8,4,7
3427,3,4,2,2,3,1,1,3,4
3428,1,4,3,3,-1,7,-1,1,2
3429,2,2,2,2,2,8,8,1,2
3430,4,4,3,3,3,8,8,-1,6
3431,2,4,3,3,3,2,2,3,4
3432,4,4,4,4,3,2,7,4,5
3433,1,1,1,1,1,1,1,4,4
3434,3,3,3,4,4,7,7,7,1
3435,1,4,3,3,3,2,7,7,1
3436,3,3,3,1,3,1,1,1,5
3437,4,4,2,4,4,1,1,5,1
3438,1,1,1,1,1,-1,7,4,1
3439,4,4,4,4,4,1,7,4,3
3440,1,1,1,1,1,7,7,4,1
3441,3,3,3,3,4,2,8,4,-1
3442,3,3,3,3,3,7,7,4,1
3443,1,1,1,1,2,2,2,-1,7
3444,1,1,1,1,1,1,7,1,1
3445,2,3,3,3,3,7,3,4,5
3446,2,3,2,2,2,1,-1,3,3
3447,1,1,1,1,1,3,5,4,2
3448,4,4,4,4,4,1,1,7,8
3449,4,4,2,4,4,8,8,1,3
3450,3,4,3,3,2,2,8,1,3
3451,2,3,2,2,3,8,7,2,2
3452,1,1,1,3,-1,2,6,4,3
3453,1,1,1,1,1,7,8,4,5
3454,-1,-1,-1,-1,-1,-1,-1,2,1
3455,2,2,2,2,2,8,7,4,3
3456,1,1,1,3,1,8,5,1,1
3457,2,2,1,2,3,2,6,1,3
3458,4,4,4,4,4,1,7,4,2
3459,1,1,1,1,1,5,7,4,2
3460,4,4,4,4,4,8,2,5,6
3461,2,1,3,4,4,6,6,4,4
3462,-1,-1,-1,-1,3,8,8,4,1
3463,3,4,4,4,4,1,2,2,8
3464,-1,-1,-1,-1,-1,-1,-1,7,1
3465,3,3,3,3,3,1,-1,3,7
3466,3,3,3,3,3,8,8,2,3
3467,3,4,3,3,3,8,8,4,4
3468,3,3,3,4,3,8,8,4,4
3469,3,3,3,3,3,1,1,4,3
3470,3,3,3,3,3,8,8,7,8
3471,3,3,3,3,3,1,1,4,7
3472,1,1,1,3,1,1,7,4,2
3473,-1,-1,-1,-1,-1,1,1,6,3
3474,2,2,2,3,1,2,2,4,5
3475,1,2,1,1,1,8,6,4,1
3476,3,3,2,3,3,2,8,4,3
3477,3,4,3,3,3,8,8,3,4
3478,1,1,1,1,1,3,3,4,3
3479,3,3,3,3,3,1,2,4,6
3480,1,1,1,1,1,2,7,1,1
3481,4,4,3,4,3,1,1,7,5
3482,1,1,1,1,1,1,7,1,1
3483,4,3,2,3,3,2,2,6,3
3484,2,2,2,2,3,3,6,4,2
3485,4,4,1,1,4,1,7,7,1
3486,3,3,3,3,3,1,1,5,3
3487,-1,-1,-1,-1,-1,3,7,-1,-1
3489,1,1,1,1,1,3,5,6,1
3490,1,3,3,3,3,-1,7,1,3
3491,1,1,1,1,1,1,7,4,1
3492,3,2,2,3,2,1,1,4,3
3493,4,4,1,4,4,2,7,4,3
3494,4,4,4,4,4,-1,5,4,1
3495,1,1,1,1,1,7,-1,-1,2
3496,1,1,1,1,1,8,8,4,4
3497,4,3,2,3,2,2,2,3,4
3498,1,1,1,1,1,1,1,1,8
3499,4,4,4,4,4,-1,-1,3,8
3500,4,4,4,4,4,1,1,7,8
3501,4,4,4,4,4,8,8,5,5
3502,3,3,3,3,3,2,2,5,6
3503,3,3,3,3,3,1,8,5,4
3504,4,4,3,3,3,1,1,3,8
3505,4,4,4,4,4,2,2,3,6
3506,4,4,4,4,4,1,1,7,8
3507,4,4,2,4,4,8,7,7,6
3508,4,4,4,4,4,8,8,7,8
3509,4,4,4,4,4,8,8,5,8
3510,3,4,2,4,4,8,8,6,5
3511,4,4,4,4,4,2,2,2,8
3512,-1,-1,-1,-1,-1,8,2,5,4
3513,4,4,4,1,4,2,8,1,6
3514,2,1,1,1,1,1,7,4,3
3515,-1,-1,-1,-1,-1,-1,-1,-1,-1
3516,4,4,4,4,4,2,8,1,6
3517,4,4,4,3,3,1,1,1,3
3518,4,3,3,4,3,2,2,2,6
3519,3,3,3,3,3,2,2,6,3
3520,4,4,3,3,4,8,8,4,-1
3521,3,-1,2,2,2,2,-1,4,5
3522,3,3,3,3,4,7,7,4,1
3523,2,3,2,3,3,2,2,3,3
3524,4,4,4,4,4,8,8,6,8
3525,4,4,4,4,4,8,1,4,7
3526,-1,4,4,4,4,6,-1,7,4
3527,4,4,4,4,4,2,2,4,8
3528,-1,-1,-1,-1,-1,-1,-1,1,3
3529,1,2,3,3,1,1,1,2,2
3530,1,1,1,1,1,7,7,4,1
3532,2,3,2,3,2,2,2,2,3
3533,1,4,3,3,3,1,1,4,3
3534,4,4,4,4,4,8,8,2,8
3535,-1,-1,-1,-1,-1,-1,-1,4,2
3536,1,1,1,1,1,7,7,-1,1
3537,4,4,4,4,4,8,7,1,1
3538,1,1,1,1,3,1,1,1,8
3539,3,3,3,1,1,1,7,4,3
3540,4,4,4,4,4,1,1,4,4
3541,4,3,3,3,4,1,7,4,1
3542,3,4,3,3,3,1,1,2,6
3543,2,3,2,2,2,-1,7,4,3
3544,4,4,4,4,4,8,8,1,1
3545,4,4,4,4,4,1,1,3,4
3546,3,3,3,3,3,1,7,4,2
3547,4,3,3,4,3,1,-1,5,6
3548,4,3,2,1,2,2,-1,1,6
3549,1,2,1,1,2,1,1,4,2
3550,3,4,3,4,3,2,2,5,6
3551,3,3,3,3,3,8,8,3,7
3552,3,3,1,3,3,2,8,2,-1
3553,1,2,2,-1,3,1,1,1,1
3554,1,1,1,1,1,1,3,4,1
3555,4,4,4,4,4,1,8,7,8
3556,4,4,4,4,4,2,2,4,7
3557,1,1,1,1,1,6,6,4,1
3558,3,3,2,3,2,2,2,4,1
3559,2,3,2,-1,-1,8,7,4,2
3560,3,4,4,4,3,2,2,4,6
3561,3,3,2,3,3,1,1,2,4
3562,2,2,1,2,2,1,7,4,3
3563,1,1,1,1,1,-1,-1,3,-1
3564,4,3,3,4,4,2,8,3,7
3565,1,1,1,1,1,6,6,4,3
3566,4,4,4,4,4,8,8,7,4
3567,3,4,3,3,3,8,8,3,8
3568,3,3,3,3,4,6,6,4,5
3569,2,3,1,3,4,6,8,3,3
3570,3,3,2,3,3,1,7,6,1
3571,2,4,4,4,1,1,1,7,2
3572,3,3,3,3,3,1,1,1,8
3573,1,1,1,1,1,1,6,4,1
3574,1,1,1,1,1,5,5,4,1
3575,4,4,4,4,4,1,2,4,8
3576,2,3,2,3,3,7,7,4,7
3577,2,2,2,2,2,1,1,2,5
3578,3,3,2,3,2,1,7,1,4
3579,4,4,3,4,4,1,1,4,4
3580,4,4,4,4,4,2,8,2,3
3581,4,3,3,3,3,2,2,2,7
3582,-1,-1,-1,-1,-1,1,1,4,7
3583,2,3,1,2,2,2,7,5,1
3584,3,3,3,3,3,2,6,4,8
3585,1,2,2,2,2,7,7,4,1
3586,1,1,1,1,1,2,7,4,1
3587,3,3,3,3,3,1,1,3,2
3588,3,2,2,2,1,1,7,1,1
3589,1,1,1,1,1,7,7,1,1
3590,4,4,4,4,4,1,8,1,7
3591,1,2,-1,4,2,8,7,4,2
3592,2,4,3,3,3,1,1,1,3
3593,4,4,4,4,4,1,8,4,6
3594,4,4,4,4,4,7,7,5,1
3595,4,4,2,3,3,7,7,4,2
3596,1,3,3,3,3,1,1,4,1
3597,3,3,2,-1,2,1,7,1,1
3598,2,2,2,2,2,7,7,4,1
3599,1,2,3,3,2,2,8,1,7
3600,4,4,3,4,3,8,8,4,2
3601,1,2,1,2,2,7,7,4,2
3602,4,3,2,2,2,1,7,2,1
3603,1,1,1,1,1,8,5,4,1
3604,2,3,4,4,2,1,2,4,8
3605,2,1,1,3,1,1,7,1,1
3606,1,1,1,1,1,8,7,4,1
3607,1,1,1,3,3,7,7,2,2
3608,3,1,1,1,1,1,7,2,4
3609,1,1,1,4,1,8,7,1,1
3610,1,1,1,1,1,5,7,4,1
3611,2,1,1,2,2,1,7,1,2
3612,3,3,3,2,3,2,2,2,5
3613,1,1,1,1,1,1,6,4,1
3614,4,4,4,4,4,1,1,-1,-1
3615,1,1,1,1,1,1,6,4,1
3616,3,2,2,2,2,1,1,4,3
3617,2,2,3,3,1,1,1,4,5
3618,1,2,1,1,1,1,1,4,3
3619,3,2,2,4,2,1,1,1,2
3620,3,3,3,3,3,7,7,5,3
3621,1,1,-1,1,2,1,7,4,3
3622,3,2,2,2,2,1,7,1,2
3623,3,3,2,3,2,1,8,4,1
3624,1,1,1,1,1,1,7,-1,1
3625,3,3,3,3,3,8,8,4,5
3626,3,4,4,4,4,8,8,7,8
3627,4,3,2,2,3,1,8,1,4
3628,3,3,3,3,3,1,1,7,1
3629,2,4,2,3,2,2,6,4,1
3630,3,3,2,2,3,8,8,1,2
3631,2,2,1,1,1,4,7,1,2
3632,3,3,3,3,3,1,1,2,1
3633,3,3,2,3,4,1,7,5,2
3634,1,1,1,1,1,1,7,1,1
3635,2,3,2,3,3,2,8,1,3
3636,4,4,3,4,3,2,2,5,6
3637,3,3,2,3,3,8,8,5,7
3638,-1,-1,-1,-1,-1,-1,-1,1,4
3639,4,3,3,4,3,2,7,3,3
3640,2,3,3,3,3,8,8,4,6
3641,2,3,3,3,3,8,8,4,6
3642,3,4,3,3,3,8,8,6,7
3643,4,4,3,4,3,8,8,7,4
3644,1,1,1,1,1,6,6,4,1
3645,3,4,4,4,4,8,8,7,7
3646,4,4,4,4,4,2,2,4,6
3647,-1,-1,-1,-1,-1,-1,-1,-1,-1
3648,4,4,4,4,4,1,8,-1,-1
3649,4,4,4,4,4,8,8,6,7
3650,4,4,4,4,4,7,8,7,8
3651,3,3,2,3,3,8,8,6,7
3652,4,4,4,2,4,1,8,4,6
3653,4,4,4,4,4,8,8,7,6
3654,3,3,3,3,3,2,2,5,8
3655,4,4,2,3,3,8,8,3,6
3656,3,3,2,3,3,8,8,4,4
3657,1,2,1,1,1,2,8,1,3
3659,4,4,4,4,4,8,8,4,8
3660,4,3,2,3,3,2,2,5,4
3661,2,1,1,1,1,8,7,1,1
3662,3,3,3,3,3,1,1,3,5
3663,4,4,4,4,4,8,8,5,-1
3664,1,3,3,2,2,8,7,4,1
3665,4,4,4,4,4,8,8,1,-1
3666,4,4,4,4,4,2,2,1,4
3667,3,4,3,3,3,8,8,5,6
3668,3,4,4,4,3,2,8,4,7
3669,4,4,4,4,4,8,8,7,8
3670,3,4,4,4,4,8,8,5,7
3671,3,4,2,3,2,2,2,1,3
3672,4,4,4,4,4,2,2,1,8
3673,3,3,3,3,3,8,7,3,6
3674,4,4,4,4,4,7,7,1,3
3675,3,2,2,2,1,1,8,4,1
3676,1,-1,-1,-1,-1,7,7,-1,7
3677,4,4,4,4,4,3,3,3,4
3678,2,4,2,4,2,7,7,4,4
3679,4,4,4,4,4,7,7,7,6
3680,3,4,3,3,3,3,3,4,6
3681,4,4,4,3,3,8,8,4,8
3682,1,3,1,-1,4,1,6,2,2
3683,2,3,2,3,2,1,7,4,1
3684,1,4,4,4,3,8,8,6,6
3685,4,3,3,3,3,8,8,3,7
3686,4,-1,4,-1,-1,8,-1,1,8
3687,4,4,1,3,3,2,8,4,4
3688,3,4,3,4,3,8,7,4,2
3689,3,4,2,4,4,7,7,6,2
3690,4,3,4,4,3,8,8,7,8
3691,1,3,2,2,3,8,8,4,1
3692,1,2,1,1,3,1,7,2,1
3693,4,4,4,4,4,1,1,4,3
3694,3,3,2,2,2,8,8,-1,-1
3695,3,3,3,3,3,1,1,1,7
3696,1,1,1,2,1,1,8,2,1
3697,4,4,4,4,4,2,2,4,6
3698,3,3,2,3,2,2,7,4,2
3699,3,3,4,3,3,2,2,5,8
3700,4,4,3,3,4,2,2,3,6
3701,3,4,3,4,4,2,2,6,5
3702,4,4,4,4,4,8,7,1,1
3703,1,1,1,1,1,7,7,1,1
3704,1,1,1,1,1,8,7,7,2
3705,4,4,2,4,4,2,2,5,6
3706,-1,-1,-1,-1,-1,-1,-1,-1,-1
3707,1,2,1,1,3,2,6,4,3
3708,4,3,3,3,3,3,3,2,6
3709,4,4,1,2,4,8,8,-1,1
3710,4,4,4,4,4,8,8,1,1
3711,4,4,4,4,4,7,7,6,5
3712,1,1,1,1,1,1,5,-1,-1
3713,4,4,4,4,4,2,2,4,8
3714,3,4,3,4,3,-1,8,1,5
3715,2,3,2,2,3,1,7,4,2
3716,3,4,2,3,3,7,7,2,3
3717,3,4,4,4,4,2,2,4,7
3718,3,3,3,3,2,8,8,7,7
3719,4,4,4,4,4,2,2,4,7
3720,4,4,4,4,4,7,7,1,3
3721,1,4,4,4,4,3,7,4,1
3722,4,4,2,4,4,1,7,7,7
3723,-1,-1,-1,-1,-1,-1,-1,-1,-1
3724,2,2,2,2,2,1,7,1,4
3725,4,4,4,4,4,1,1,4,8
3726,4,4,4,4,4,7,7,7,8
3727,2,1,2,2,1,8,8,3,4
3728,3,4,2,3,3,7,7,5,4
3729,1,1,1,1,1,2,2,7,6
3730,4,4,2,4,4,-1,8,3,3
3731,4,4,4,4,4,2,2,7,8
3732,3,3,2,3,3,8,-1,7,3
3733,4,4,3,4,4,2,2,7,4
3734,4,2,2,2,2,2,-1,4,7
3735,3,1,1,1,1,2,7,1,6
3736,1,1,1,1,1,8,7,4,5
3737,3,4,4,4,3,2,2,3,8
3738,4,4,4,4,4,8,8,4,8
3739,4,4,4,4,4,7,7,7,7
3740,4,4,3,3,3,8,8,4,3
3741,3,3,2,3,3,8,8,3,1
3742,3,4,4,4,4,2,2,1,8
3743,1,2,1,2,3,2,7,2,3
3744,4,4,4,4,4,2,8,1,3
3745,4,4,4,3,4,2,8,7,1
3746,4,3,1,3,1,2,8,1,3
3747,3,4,4,4,3,8,8,7,8
3748,3,3,2,3,3,8,8,4,1
3749,4,4,4,4,4,8,8,-1,1
3750,4,4,4,4,4,2,8,4,3
3751,1,1,3,1,1,1,7,4,2
3752,3,4,4,4,4,2,2,4,4
3753,1,1,1,1,1,7,7,1,1
3754,4,4,4,4,4,8,8,4,8
3755,3,3,3,3,3,8,8,4,8
3756,3,2,2,4,4,8,8,4,4
3757,4,4,3,4,4,8,8,4,4
3758,3,4,1,2,3,2,8,1,1
3759,4,4,4,4,4,8,8,1,4
3760,2,3,3,3,3,8,1,5,2
3761,3,4,4,4,-1,8,8,4,4
3762,-1,-1,-1,-1,-1,-1,-1,3,6
3763,4,4,4,4,4,1,2,4,8
3764,4,4,4,4,4,8,8,4,5
3765,4,4,4,4,4,6,6,6,4
3766,3,3,2,3,3,4,4,4,6
3767,3,2,2,4,4,6,8,4,6
3768,2,1,3,2,2,3,3,3,5
3769,1,2,1,4,4,6,5,5,4
3770,4,4,4,4,4,8,8,4,8
3771,3,3,3,3,3,7,7,7,3
3772,4,4,4,4,4,2,8,5,2
3773,4,4,4,4,4,2,2,-1,-1
3774,3,3,3,3,2,1,1,4,7
3775,4,4,3,3,3,2,2,-1,-1
3776,-1,2,2,4,2,7,7,4,4
3777,3,3,2,3,2,2,2,1,1
3778,3,4,4,4,4,8,8,7,8
3779,1,2,1,2,3,8,7,4,1
3780,2,2,3,3,2,7,8,4,7
3781,3,3,3,3,3,8,-1,4,5
3782,3,4,4,2,1,8,2,4,7
3783,4,4,4,4,4,3,3,4,5
3784,4,4,4,4,4,2,2,4,4
3785,4,4,4,4,4,1,1,4,4
3786,2,3,2,2,2,7,7,4,-1
3787,2,2,2,2,2,8,8,4,8
3788,3,3,3,3,3,2,2,2,4
3789,4,1,3,3,3,-1,-1,4,3
3790,3,3,3,3,3,-1,-1,4,4
3791,1,1,1,3,1,8,6,1,3
3792,4,4,4,4,4,1,-1,4,8
3793,1,1,2,3,3,-1,-1,4,4
3794,-1,4,4,4,4,3,-1,3,4
3795,4,4,4,4,4,8,8,4,8
3796,4,4,4,4,4,2,2,4,6
3797,4,4,4,4,4,2,-1,1,8
3798,4,4,4,4,4,8,8,4,8
3799,1,4,3,3,3,8,6,1,8
3800,3,3,3,3,2,7,7,4,3
3801,3,3,2,2,2,8,8,-1,2
3802,4,4,4,4,4,8,2,4,4
3803,4,4,3,4,4,8,8,2,7
3804,1,1,1,1,1,2,2,3,5
3805,2,2,2,2,2,7,6,4,-1
3806,4,4,4,4,4,8,7,7,6
3807,1,1,1,4,-1,8,8,2,1
3808,2,3,3,3,3,8,8,1,5
3809,3,3,3,3,3,8,8,4,7
3810,4,3,2,3,2,2,2,4,4
3811,4,4,4,2,4,2,8,4,6
3812,2,2,3,2,2,2,2,1,6
3813,3,3,3,3,3,8,8,4,6
3814,4,4,4,4,4,2,2,1,8
3815,4,4,4,4,4,8,8,3,6
3816,2,4,3,3,4,2,2,6,7
3817,1,1,1,1,1,2,7,4,3
3818,4,4,4,4,4,2,2,1,7
3819,3,3,3,3,2,2,2,4,1
3820,4,4,1,4,4,8,8,2,4
3821,1,2,1,3,1,-1,5,1,1
3822,1,1,1,4,1,1,5,4,1
3823,2,4,2,2,3,2,2,4,5
3824,1,1,1,1,1,1,1,3,1
3825,4,3,3,3,3,3,-1,7,3
3826,2,3,2,2,2,8,2,4,3
3827,2,3,2,3,3,1,1,4,2
3828,3,3,3,3,3,2,2,4,7
3829,1,4,4,4,4,2,2,1,7
3830,1,1,1,1,1,7,8,2,1
3831,2,1,3,3,1,1,1,1,2
3832,4,4,4,4,4,1,1,1,8
3833,1,1,1,1,1,2,5,1,2
3834,3,3,3,3,3,1,1,2,6
3835,3,3,2,3,3,2,2,4,5
3836,2,2,2,2,2,2,6,4,3
3837,4,4,4,4,4,6,7,7,6
3838,1,1,1,1,1,2,6,1,1
3839,2,3,3,3,3,1,1,1,4
3840,3,3,2,4,4,2,2,4,3
3841,4,4,4,4,4,1,8,3,6
3842,3,3,3,3,3,1,8,4,5
3843,2,2,2,2,2,2,8,4,4
3844,4,4,2,3,3,1,2,3,4
3845,1,2,3,3,2,1,8,4,2
3846,1,4,2,3,1,8,8,7,4
3847,4,4,4,4,4,1,8,3,4
3848,3,3,3,4,3,1,1,6,2
3849,1,1,1,1,1,7,7,4,1
3850,4,4,4,3,4,8,8,3,4
3851,2,4,1,3,3,7,7,2,3
3852,3,3,3,3,3,8,-1,4,4
3854,4,4,4,4,4,1,1,4,6
3855,1,1,1,1,1,7,7,1,1
3856,1,1,1,1,1,1,7,4,1
3857,2,2,2,2,-1,7,7,-1,-1
3858,2,3,2,2,2,1,1,4,8
3859,-1,-1,-1,-1,-1,1,8,-1,1
3860,2,3,2,3,3,1,8,2,1
3861,1,2,2,3,3,1,1,4,4
3862,4,4,3,2,4,1,7,4,3
3863,1,1,1,3,1,7,7,4,1
3864,2,3,2,3,3,8,8,4,6
3865,4,4,4,4,4,1,1,6,-1
3866,2,2,2,2,2,1,6,4,1
3867,4,4,2,2,4,8,7,4,1
3868,4,4,3,3,4,8,8,4,5
3869,2,4,2,3,3,7,7,4,1
3870,1,1,1,1,1,7,7,-1,3
3871,3,3,2,3,2,1,7,5,1
3872,4,4,4,4,4,1,8,2,7
3873,4,4,4,4,4,8,8,7,7
3874,3,3,1,1,4,8,8,2,2
3875,3,4,3,3,3,7,7,4,6
3876,3,4,4,4,4,8,8,5,2
3877,4,2,1,3,2,8,7,4,1
3878,1,1,1,1,1,7,7,4,1
3879,-1,-1,-1,-1,-1,8,8,-1,8
3880,3,3,3,3,3,2,2,4,8
3881,3,2,2,2,3,1,1,-1,4
3882,3,3,2,3,2,2,2,6,4
3883,2,2,2,2,2,1,7,4,1
3884,4,4,3,4,4,2,2,4,8
3885,4,4,4,4,4,2,2,4,8
3886,2,2,2,3,2,7,7,4,1
3887,2,3,2,3,3,-1,-1,4,3
3888,4,4,2,3,3,2,2,4,2
3889,2,1,1,1,2,1,8,1,3
3890,3,3,3,3,3,1,1,1,5
3891,2,3,3,3,2,1,1,1,6
3892,1,1,1,1,1,1,8,1,1
3893,2,3,2,1,3,1,7,1,3
3894,4,4,2,3,4,1,7,4,3
3895,2,2,1,3,2,8,7,2,3
3896,3,3,2,2,2,1,1,4,4
3897,4,4,4,4,4,8,8,1,8
3898,-1,3,2,2,2,1,-1,7,2
3899,3,2,2,3,4,7,7,7,1
3900,1,1,1,1,1,5,5,4,-1
3901,4,4,1,3,3,8,1,4,4
3902,2,2,2,2,2,8,7,4,2
3903,3,3,2,-1,-1,-1,8,4,3
3904,2,3,2,2,2,2,8,3,3
3905,-1,-1,-1,-1,-1,-1,-1,-1,-1
3906,2,2,2,3,3,2,6,4,4
3907,1,1,3,2,2,1,7,4,6
3908,2,1,2,1,1,1,8,3,2
3909,1,2,2,2,2,6,6,4,5
3910,1,2,3,-1,3,3,5,3,8
3911,3,4,4,4,4,8,8,7,7
3912,4,4,4,4,4,2,2,4,7
3913,1,1,1,1,1,6,6,1,1
3914,2,2,2,2,2,1,1,6,4
3915,4,4,4,4,4,4,1,4,8
3916,1,1,1,1,1,8,8,3,3
3917,1,1,1,1,1,1,7,4,1
3918,-1,3,3,3,3,2,2,4,1
3919,4,3,1,1,1,8,8,4,1
3920,4,4,4,4,4,8,8,4,1
3921,1,1,1,3,3,1,8,1,2
3922,4,4,4,4,4,-1,-1,4,8
3923,4,4,4,-1,4,1,1,1,4
3924,2,3,2,3,3,1,8,4,1
3925,2,3,3,3,2,2,8,4,1
3926,3,2,2,3,2,1,1,1,7
3927,2,2,3,3,3,8,1,1,5
3928,4,3,3,2,2,8,8,4,6
3929,3,4,4,4,4,8,7,4,4
3930,4,3,3,3,4,2,8,1,7
3931,4,3,4,4,3,1,1,1,3
3932,1,1,1,3,1,1,6,-1,1
3933,4,4,4,4,4,1,2,1,4
3934,3,3,2,3,3,8,8,3,3
3935,1,1,1,1,1,8,8,4,4
3936,1,1,1,1,1,1,7,2,2
3937,1,1,1,1,1,1,7,1,2
3938,4,4,4,4,4,4,4,1,7
3939,3,3,3,3,3,8,8,5,6
3940,4,2,2,2,4,1,7,4,1
3941,2,4,4,4,3,2,2,4,8
3942,4,4,3,4,4,8,8,4,4
3943,-1,-1,-1,-1,-1,-1,-1,-1,5
3944,3,3,2,3,2,7,7,4,1
3945,3,3,3,3,3,1,7,1,4
3946,3,-1,-1,-1,-1,8,8,-1,2
3947,2,3,2,2,2,2,6,2,4
3948,3,3,2,3,3,8,7,4,5
3949,3,3,3,2,3,1,8,1,1
3950,1,1,1,1,1,1,6,1,2
3951,3,4,4,4,4,8,7,4,4
3952,1,1,1,1,1,3,7,-1,1
3953,4,4,4,4,4,3,3,4,7
3955,4,4,4,4,4,8,8,7,8
3956,2,2,1,2,3,2,7,1,3
3957,3,4,4,4,3,8,8,4,4
3958,3,3,3,3,3,8,8,4,5
3959,4,4,1,3,3,2,7,-1,1
3960,4,4,4,4,4,2,2,5,8
3961,4,4,4,4,4,2,7,1,7
3962,4,4,2,4,4,2,2,7,6
3963,4,3,3,3,3,1,1,4,5
3964,1,3,2,4,4,8,-1,2,6
3965,2,4,4,4,4,2,2,1,6
3966,4,4,4,4,4,2,8,4,1
3967,4,4,2,4,4,2,2,2,4
3968,2,3,3,3,3,2,2,7,1
3969,4,4,4,4,4,1,1,4,-1
3970,3,3,3,3,3,8,8,4,5
3971,1,3,3,3,3,7,7,4,5
3972,2,3,3,3,3,8,8,5,5
3973,4,4,4,4,4,2,2,4,7
3974,1,1,1,1,1,6,6,1,1
3975,4,4,3,3,3,7,7,2,2
3976,4,4,4,4,4,2,2,7,7
3977,2,3,3,3,2,2,2,5,8
3978,4,4,4,4,2,1,8,4,7
3979,4,4,4,4,4,2,2,4,1
3980,1,1,1,1,1,6,6,4,1
3981,4,4,3,3,3,1,8,6,5
3982,3,3,3,3,3,2,2,4,7
3983,4,4,4,4,4,8,8,1,8
3984,2,2,2,3,3,2,7,4,2
3985,2,3,2,3,3,2,7,4,2
3986,4,4,3,3,4,2,2,4,-1
3987,2,3,2,3,3,8,8,-1,6
3988,4,4,4,4,4,1,1,7,6
3989,2,4,2,3,2,8,7,1,3
3990,4,4,4,4,4,2,2,6,8
3992,4,4,3,3,4,8,8,6,6
3993,4,3,1,4,4,8,8,3,-1
3994,3,3,1,3,4,2,2,3,3
3995,4,4,4,4,4,8,8,7,6
3996,1,1,1,2,1,8,7,3,1
3997,1,4,4,4,4,8,8,7,2
3998,1,3,4,4,4,2,2,7,8
3999,2,2,2,3,3,2,7,3,3
4000,4,4,1,3,4,8,7,4,1
4001,4,4,1,3,4,1,7,4,1
4002,2,3,2,3,2,1,1,4,6
4003,3,3,3,3,3,8,8,6,8
4004,4,3,2,2,2,8,7,4,3
4005,1,3,3,2,3,2,7,1,1
4006,4,4,4,4,4,2,2,3,6
4007,2,2,2,2,2,2,2,1,2
4008,2,2,2,2,2,1,5,2,1
4009,4,4,4,4,4,8,-1,-1,6
4010,4,4,3,3,3,1,8,1,2
4011,1,2,3,2,1,8,6,2,1
4012,1,2,1,1,1,1,7,4,3
4013,3,3,2,4,4,1,1,4,3
4014,-1,-1,-1,-1,-1,7,7,4,1
